,id,title,abstract,keyphrases,prmu,true,preds
542,804,Voltage control methods with grid connected wind turbines: a tutorial review,"within electricity grid networks it is conventional for large-scale central generators to both provide power and control grid node voltage. therefore when wind turbines replace conventional power stations on a substantial scale, they must not only generate power, but also control grid node voltages. this paper reviews the basic principles of voltage control for tutorial benefit and then considers application of grid-connected wind turbines for voltage control. the most widely used contemporary wind turbine types are considered and further detail is given for determining the range of variables that allow control","['voltage control', 'grid connected wind turbines', 'electricity grid networks', 'large-scale central generators', 'grid node voltages control', 'reactive power', 'direct drive', 'variable speed', 'offshore wind park', 'squirrel cage induction generator', 'doubly fed induction generator', 'direct drive synchronous generator', 'weak grid', 'converter rating']","['P', 'P', 'P', 'P', 'R', 'M', 'U', 'M', 'M', 'M', 'M', 'M', 'M', 'U']","['voltage control', 'grid connect wind turbine', 'electricity grid network', 'large - scale central generator', 'grid node voltage control', 'reactive power', 'direct drive', 'variable speed', 'offshore wind park', 'squirrel cage induction generator', 'doubly feed induction generator', 'direct drive synchronous generator', 'weak grid', 'converter rating']","['control grid node voltage', 'control grid node voltage', 'voltage control', 'wind turbine', 'wind turbine type', 'electricity grid network', 'scale central generator', 'grid', 'generate power', 'variable']"
543,841,Becoming a computer scientist,"the focus of this report is pipeline shrinkage for women in computer science. we describe the situation for women at all stages of training in computer science, from the precollege level through graduate school. because many of the problems discussed are related to the lack of role models for women who are in the process of becoming computer scientists, we also concern ourselves with the status of women faculty members. we not only describe the problems, but also make specific recommendations for change and encourage further study of those problems whose solutions are not yet well understood","['pipeline shrinkage', 'women', 'computer science', 'role models', 'women faculty members']","['P', 'P', 'P', 'P', 'P']","['pipeline shrinkage', 'woman', 'computer science', 'role model', 'woman faculty member']","['woman faculty member', 'become computer scientist', 'pipeline shrinkage', 'encourage further study', 'role model', 'computer science', 'graduate school', 'woman', 'precollege level', 'problem discuss']"
544,1086,Some recent advances in validated methods for IVPs for ODEs,"compared to standard numerical methods for initial value problems (ivps) for ordinary differential equations (odes), validated methods (often called interval methods) for ivps for odes have two important advantages: if they return a solution to a problem, then (1) the problem is guaranteed to have a unique solution, and (2) an enclosure of the true solution is produced. we present a brief overview of interval taylor series (its) methods for ivps for odes and discuss some recent advances in the theory of validated methods for ivps for odes. in particular, we discuss an interval hermite-obreschkoff (iho) scheme for computing rigorous bounds on the solution of an ivp for an ode, the stability of its and iho methods, and a new perspective on the wrapping effect, where we interpret the problem of reducing the wrapping effect as one of finding a more stable scheme for advancing the solution","['validated methods', 'initial value problems', 'ordinary differential equations', 'interval methods', 'interval taylor series', 'wrapping effect', 'interval hermite-obreschkoff scheme', 'qr algorithm']","['P', 'P', 'P', 'P', 'P', 'P', 'R', 'U']","['validate method', 'initial value problem', 'ordinary differential equation', 'interval method', 'interval taylor series', 'wrap effect', 'interval hermite - obreschkoff scheme', 'qr algorithm']","['call interval method', 'interval taylor series', 'numerical method', 'interval hermite', 'ode have', 'compute rigorous bound', 'iho method', 'ode', 'ode', 'ivp']"
545,1457,A discontinuous Galerkin method for transient analysis of wave propagation in unbounded domains,"a technique based on the discontinuous galerkin finite element method is developed and applied to the derivation of an absorbing boundary condition for the analysis of transient wave propagation. the condition is exact in that only discretization error is involved. furthermore, the computational cost associated with use of the condition is an order of magnitude lower than for conditions based on green functions. the time-stepping scheme resulting from an implicit method in conjunction with this boundary condition appears to be unconditionally stable","['transient analysis', 'unbounded domains', 'discontinuous galerkin finite element method', 'absorbing boundary condition', 'transient wave propagation', 'discretization error', 'computational cost', 'time-stepping scheme', 'implicit method', 'unconditional stability']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M']","['transient analysis', 'unbounded domain', 'discontinuous galerkin finite element method', 'absorb boundary condition', 'transient wave propagation', 'discretization error', 'computational cost', 'time - step scheme', 'implicit method', 'unconditional stability']","['discontinuous galerkin finite element method', 'transient wave propagation', 'absorb boundary', 'discretization error', 'boundary', 'implicit method', 'derivation', 'computational', 'green', 'technique']"
546,1412,Arbortext: enabler of multichannel publishing,"a company has a document-say, dosage instructions for a prescription drug or a troubleshooting sheet for a dvd drive. that document starts its life in a predictable format, probably microsoft word or wordperfect, but then-to meet the needs of readers who nowadays demand access via multiple devices-the material has to be translated into many more formats: html, pagemaker, or quark, possibly rtf, almost certainly pdf, and nowadays, next-generation devices (cell phones, handheld computers) also impose their own requirements. and what if, suddenly, the dosage levels change or new workarounds emerge to handle dvd problems? that's when a company should put in a call to arbortext, a 20-year-old ann arbor, michigan-based company that exists to solve a single problem: helping clients automate multichannel publishing","['arbortext', 'multichannel publishing', 'next-generation devices', 'document format', 'content assets']","['P', 'P', 'P', 'R', 'U']","['arbortext', 'multichannel publish', 'next - generation device', 'document format', 'content asset']","['handle dvd problem', 'microsoft word', 'handheld computer', 'many more format', 'dvd drive', 'multiple device', 'generation device', 'new workaround emerge', 'dosage level change', 'prescription drug']"
547,797,Adaptive wavelet methods. II. Beyond the elliptic case,"this paper is concerned with the design and analysis of adaptive wavelet methods for systems of operator equations. its main accomplishment is to extend the range of applicability of the adaptive wavelet-based method developed previously for symmetric positive definite problems to indefinite or unsymmetric systems of operator equations. this is accomplished by first introducing techniques (such as the least squares formulation developed previously) that transform the original (continuous) problem into an equivalent infinite system of equations which is now well-posed in the euclidean metric. it is then shown how to utilize adaptive techniques to solve the resulting infinite system of equations. it is shown that for a wide range of problems, this new adaptive method performs with asymptotically optimal complexity, i.e., it recovers an approximate solution with desired accuracy at a computational expense that stays proportional to the number of terms in a corresponding wavelet-best n-term approximation. an important advantage of this adaptive approach is that it automatically stabilizes the numerical procedure so that, for instance, compatibility constraints on the choice of trial spaces, like the lbb condition, no longer arise","['adaptive wavelet methods', 'elliptic case', 'operator equations', 'least squares formulation', 'euclidean metric', 'asymptotically optimal complexity', 'n-term approximation']","['P', 'P', 'P', 'P', 'P', 'P', 'P']","['adaptive wavelet method', 'elliptic case', 'operator equation', 'least square formulation', 'euclidean metric', 'asymptotically optimal complexity', 'n - term approximation']","['adaptive wavelet method', 'adaptive wavelet', 'asymptotically optimal complexity', 'new adaptive method', 'wavelet', 'operator equation', 'adaptive technique', 'adaptive approach', 'least square formulation', 'term approximation']"
548,576,Application of Sugeno fuzzy-logic controller to the stator field-oriented doubly-fed asynchronous motor drive,"this study deals with the application of the fuzzy-control theory to wound-rotor asynchronous motor with both its stator and rotor fed by two pwm voltage-source inverters, in which the system operates in stator field-oriented control. thus, after determining the model of the machine, we present two types of fuzzy controller: mamdani and sugeno controllers. the training of the last one is carried out starting from the first. simulation study is conducted to show the effectiveness of the proposed method","['sugeno fuzzy-logic controller', 'stator field-oriented doubly-fed asynchronous motor drive', 'fuzzy-control', 'wound-rotor asynchronous motor', 'pwm voltage-source inverters', 'stator field-oriented control', 'training', 'machine modelling', 'mamdani controller', 'speed regulation']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'U']","['sugeno fuzzy - logic controller', 'stator field - orient doubly - feed asynchronous motor drive', 'fuzzy - control', 'wound - rotor asynchronous motor', 'pwm voltage - source inverter', 'stator field - orient control', 'train', 'machine modelling', 'mamdani controller', 'speed regulation']","['rotor asynchronous motor', 'fuzzy controller', 'pwm voltage', 'rotor', 'fuzzy', 'inverter', 'stator field', 'sugeno controller', 'stator', 'machine']"
549,1123,A transactional asynchronous replication scheme for mobile database systems,"in mobile database systems, mobility of users has a significant impact on data replication. as a result, the various replica control protocols that exist today in traditional distributed and multidatabase environments are no longer suitable. to solve this problem, a new mobile database replication scheme, the transaction-level result-set propagation (tlrsp) model, is put forward in this paper. the conflict detection and resolution strategy based on tlrsp is discussed in detail, and the implementation algorithm is proposed. in order to compare the performance of the tlrsp model with that of other mobile replication schemes, we have developed a detailed simulation model. experimental results show that the tlrsp model provides an efficient support for replicated mobile database systems by reducing reprocessing overhead and maintaining database consistency","['transaction', 'mobile database', 'data replication', 'multidatabase', 'mobile database replication', 'transaction-level result-set propagation', 'distributed database', 'mobile computing', 'conflict reconciliation']","['P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M']","['transaction', 'mobile database', 'datum replication', 'multidatabase', 'mobile database replication', 'transaction - level result - set propagation', 'distribute database', 'mobile computing', 'conflict reconciliation']","['new mobile database replication scheme', 'replicate mobile database system', 'mobile replication scheme', 'replica control protocol', 'datum replication', 'mobile database system', 'traditional distribute', 'detail simulation model', 'multidatabase environment', 'tlrsp model']"
550,1166,Embedding the outer automorphism group Out(F/sub n/) of a free group of rank n in the group Out(F/sub m/) for m > n,"it is proved that for every n >or= 1, the group out(f/sub n/) is embedded in the group out(f/sub m/) with m = 1 + (n - 1)k/sup n/, where k is an arbitrary natural number coprime to n - 1","['free group', 'arbitrary natural number coprime', 'outer automorphism group embedding']","['P', 'P', 'R']","['free group', 'arbitrary natural number coprime', 'outer automorphism group embed']","['arbitrary natural number', 'group', 'sub', 'prove', 'embed', 'sup']"
551,632,Modelling dependencies in paired comparison data a log-linear approach,"in many bradley-terry models a more or less explicit assumption is that all decisions of the judges are independent. an assumption which might be questionable at least for the decisions of a given judge. in paired comparison studies, a judge chooses among objects several times, and in such cases, judgements made by the same judge are likely to be dependent. a log-linear representation for the bradley-terry model is developed, which takes into account dependencies between judgements. the modelling of the dependencies is embedded in the analysis of multiple binomial responses, which has the advantage of interpretability in terms of conditional odds ratios. furthermore, the modelling is done in the framework of generalized linear models, thus parameter estimation and the assessment of goodness of fit can be obtained in the standard way by using e.g. glim or another standard software","['log-linear approach', 'bradley-terry model', 'multiple binomial responses', 'conditional odds ratios', 'generalized linear models', 'parameter estimation', 'goodness of fit', 'glim', 'paired comparison data dependency modelling', 'judge decisions']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R']","['log - linear approach', 'bradley - terry model', 'multiple binomial response', 'conditional odd ratio', 'generalize linear model', 'parameter estimation', 'goodness of fit', 'glim', 'pair comparison datum dependency modelling', 'judge decision']","['generalize linear model', 'conditional odd ratio', 'terry model', 'terry model', 'multiple binomial response', 'pair comparison study', 'judge choose', 'judgement make', 'many bradley', 'give judge']"
552,677,Acts to facts catalogue,the paper shows a way to satisfy users' changing and specific information needs by providing the modified format-author-collaborators-title-series-subject (facts). catalogue instead of the traditional author-collaborator-title-series-subjects (acts) catalogue,"['information needs', 'format-author-collaborators-title-series-subject catalogue', 'author-collaborator-title-series-subjects catalogue']","['P', 'R', 'R']","['information need', 'format - author - collaborator - title - series - subject catalogue', 'author - collaborator - title - series - subject catalogue']","['modify format', 'specific information need', 'traditional author', 'paper show', 'catalogue', 'change', 'collaborator', 'author', 'satisfy user', 'subject']"
553,1222,Mining the optimal class association rule set,"we define an optimal class association rule set to be the minimum rule set with the same predictive power of the complete class association rule set. using this rule set instead of the complete class association rule set we can avoid redundant computation that would otherwise be required for mining predictive association rules and hence improve the efficiency of the mining process significantly. we present an efficient algorithm for mining the optimal class association rule set using an upward closure property of pruning weak rules before they are actually generated. we have implemented the algorithm and our experimental results show that our algorithm generates the optimal class association rule set, whose size is smaller than 1/17 of the complete class association rule set on average, in significantly less time than generating the complete class association rule set. our proposed criterion has been shown very effective for pruning weak rules in dense databases","['minimum rule set', 'predictive power', 'redundant computation', 'predictive association rules', 'upward closure property', 'experimental results', 'dense databases', 'optimal class association rule set mining', 'relational database', 'data mining', 'weak rule pruning']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M', 'R']","['minimum rule set', 'predictive power', 'redundant computation', 'predictive association rule', 'upward closure property', 'experimental result', 'dense database', 'optimal class association rule set mining', 'relational database', 'datum mining', 'weak rule pruning']","['mining predictive association rule', 'optimal class association rule set', 'complete class association rule set', 'prune weak rule', 'efficient algorithm', 'minimum rule set', 'algorithm generate', 'avoid redundant computation', 'rule set', 'mining process']"
554,1267,3D reconstruction from uncalibrated-camera optical flow and its reliability evaluation,"we present a scheme for reconstructing a 3d structure from optical flow observed by a camera with an unknown focal length in a statistically optimal way as well as evaluating the reliability of the computed shape. first, the flow fundamental matrices are optimally computed from the observed flow. they are then decomposed into the focal length, its rate of change, and the motion parameters. next, the flow is optimally corrected so that it satisfies the epipolar equation exactly. finally, the 3d positions are computed, and their covariance matrices are evaluated. by simulations and real-image experiments, we test the performance of our system and observe how the normalization (gauge) for removing indeterminacy affects the description of uncertainty","['3d reconstruction', 'uncalibrated-camera optical flow', 'reliability evaluation', 'flow fundamental matrices', 'motion parameters', 'epipolar equation', 'covariance matrices', 'real-image experiments', 'normalization']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['3d reconstruction', 'uncalibrate - camera optical flow', 'reliability evaluation', 'flow fundamental matrix', 'motion parameter', 'epipolar equation', 'covariance matrix', 'real - image experiment', 'normalization']","['optical flow observe', 'flow fundamental matrix', 'observe flow', '3d structure', '3d position', 'reconstruct', 'motion parameter', 'flow', 'covariance matrix', 'focal length']"
555,919,Agents in e-commerce: state of the art,"this paper surveys the state of the art of agent-mediated electronic commerce (e-commerce), especially in business-to-consumer (b2c) e-commerce and business-to-business (b2b) e-commerce. from the consumer buying behaviour perspective, the roles of agents in b2c e-commerce are: product brokering, merchant brokering, and negotiation. the applications of agents in b2b e-commerce are mainly in supply chain management. mobile agents, evolutionary agents, and data-mining agents are some special techniques which can be applied in agent-mediated e-commerce. in addition, some technologies for implementation are briefly reviewed. finally, we conclude this paper by discussions on the future directions of agent-mediated e-commerce","['state of the art', 'agent-mediated electronic commerce', 'consumer buying behaviour', 'product brokering', 'merchant brokering', 'negotiation', 'supply chain management', 'mobile agents', 'evolutionary agents', 'data-mining agents', 'business-to-consumer e-commerce', 'multi-agent systems', 'business-to-business e-commerce']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'U', 'R']","['state of the art', 'agent - mediate electronic commerce', 'consumer buying behaviour', 'product brokering', 'merchant brokering', 'negotiation', 'supply chain management', 'mobile agent', 'evolutionary agent', 'data - mining agent', 'business - to - consumer e - commerce', 'multi - agent system', 'business - to - business e - commerce']","['mediate electronic commerce', 'consumer buying behaviour perspective', 'merchant brokering', 'mobile agent', 'evolutionary agent', 'mining agent', 'product brokering', 'commerce', 'agent', 'agent']"
556,795,Approximation and complexity. II. Iterated integration,"for pt. i. see ibid., no. 1, p. 289-95 (2001). we introduce two classes of real analytic functions w contained in/implied by u on an interval. starting with rational functions to construct functions in w we allow the application of three types of operations: addition, integration, and multiplication by a polynomial with rational coefficients. in a similar way, to construct functions in u we allow integration, addition, and multiplication of functions already constructed in u and multiplication by rational numbers. thus, u is a subring of the ring of pfaffian functions. two lower bounds on the l/sub infinity /-norm are proved on a function f from w (or from u, respectively) in terms of the complexity of constructing f","['integration', 'real analytic functions', 'rational functions', 'addition', 'multiplication', 'polynomial', 'pfaffian functions', 'lower bounds', 'l/sub infinity /-norm']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['integration', 'real analytic function', 'rational function', 'addition', 'multiplication', 'polynomial', 'pfaffian function', 'low bound', 'l / sub infinity /-norm']","['real analytic function', 'rational function', 'pfaffian function', 'construct function', 'rational coefficient', 'function', 'rational number', 'complexity', 'sub infinity', 'function']"
557,1385,Cache invalidation and replacement strategies for location-dependent data in mobile environments,"mobile location-dependent information services (ldiss) have become increasingly popular in recent years. however, data caching strategies for ldiss have thus far received little attention. in this paper, we study the issues of cache invalidation and cache replacement for location-dependent data under a geometric location model. we introduce a new performance criterion, called caching efficiency, and propose a generic method for location-dependent cache invalidation strategies. in addition, two cache replacement policies, pa and paid, are proposed. unlike the conventional replacement policies, pa and paid take into consideration the valid scope area of a data value. we conduct a series of simulation experiments to study the performance of the proposed caching schemes. the experimental results show that the proposed location-dependent invalidation scheme is very effective and the pa and paid policies significantly outperform the conventional replacement policies","['cache invalidation', 'mobile location-dependent information services', 'location-dependent information', 'data caching', 'cache replacement', 'mobile computing', 'semantic caching', 'performance evaluation']","['P', 'P', 'P', 'P', 'P', 'M', 'M', 'M']","['cache invalidation', 'mobile location - dependent information service', 'location - dependent information', 'datum cache', 'cache replacement', 'mobile computing', 'semantic caching', 'performance evaluation']","['datum cache strategy', 'dependent cache invalidation strategy', 'cache replacement policy', 'propose cache scheme', 'cache efficiency', 'cache invalidation', 'cache replacement', 'mobile location', 'dependent information service', 'valid scope area']"
558,1079,A novel robot hand with embedded shape memory alloy actuators,"describes the development of an active robot hand, which allows smooth and lifelike motions for anthropomorphic grasping and fine manipulations. an active robot finger 10 mm in outer diameter with a shape memory alloy (sma) wire actuator embedded in the finger with a constant distance from the geometric centre of the finger was designed and fabricated. the practical specifications of the sma wire and the flexible rod were determined on the basis of a series of formulae. the active finger consists of two bending parts, the sma actuators and a connecting part. the mechanical properties of the bending part are investigated. the control system on the basis of resistance feedback is also presented. finally, a robot hand with three fingers was designed and the grasping experiment was carried out to demonstrate its performance","['embedded shape memory alloy actuators', 'active robot hand', 'lifelike motions', 'anthropomorphic grasping', 'fine manipulations', 'flexible rod', 'active finger', 'resistance feedback']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['embed shape memory alloy actuator', 'active robot hand', 'lifelike motion', 'anthropomorphic grasping', 'fine manipulation', 'flexible rod', 'active finger', 'resistance feedback']","['active robot finger', 'active robot hand', 'robot hand', 'anthropomorphic grasping', 'wire actuator embed', 'grasp experiment', 'active finger consist', 'sma actuator', 'shape memory alloy', 'flexible rod']"
559,806,Flow measurement - future directions,"interest in the flow of liquids and its measurement can be traced back to early studies by the egyptians, the chinese and the romans. since these early times the science of flow measurement has undergone a massive change but during the last 25 years or so (1977-2002) it has matured enormously. one of the principal reasons for this is that higher accuracies and reliabilities have been demanded by industry in the measurement of fiscal transfers and today there is vigorous interest in the subject from both the flowmeter manufacturer and user viewpoints. this interest is coupled with the development of advanced computer techniques in fluid mechanics together with the application of increasingly sophisticated electronics","['flow measurement', 'egyptians', 'chinese', 'romans', 'fiscal transfers', 'flowmeter manufacturer', 'advanced computer techniques', 'fluid mechanics', 'flow metering', 'signal processing', 'liquid flow', 'electronics application']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'U', 'R', 'R']","['flow measurement', 'egyptians', 'chinese', 'roman', 'fiscal transfer', 'flowmeter manufacturer', 'advanced computer technique', 'fluid mechanic', 'flow metering', 'signal processing', 'liquid flow', 'electronic application']","['flow measurement', 'flowmeter manufacturer', 'fluid mechanic', 'flow', 'fiscal transfer', 'liquid', 'measurement', 'advanced computer technique', 'egyptians', 'trace']"
560,843,An ACM-W literature review on women in computing,"the pipeline shrinkage problem for women in computer science is a well-known and documented phenomenon where the ratio of women to men involved in computing shrinks dramatically from early student years to working years. during the last decade, considerable research ensued to understand the reasons behind the existence of the shrinking pipeline and in some cases to take action to increase the numbers of women in computing. through the work of a national science foundation funded project, acm's committee on women in computing (acm-w) has taken a first step towards pulling this research together. a large number of articles was gathered and processed on the topic of women in computing and the shrinking pipeline. the committee created a publicly available online database to organize the references of this body of work by topic, author, and reference information. the database, constantly being updated, is accessible through acm-w's website <http://www.acm.org/women>. a final report is also available via the acm-w web site which covers current statistics on women in computing, summaries of the literature in the database, and a set of recommendations. the article is a brief synopsis of a subset of the literature review as of august 2001","['acm-w literature review', 'pipeline shrinkage problem', 'acm committee on women in computing']","['P', 'P', 'R']","['acm - w literature review', 'pipeline shrinkage problem', 'acm committee on woman in compute']","['national science foundation fund project', 'pipeline shrinkage problem', 'compute shrink', 'shrink pipeline', 'considerable research ensue', 'computer science', 'web site', 'cover current statistic', 'reference information', 'student year']"
561,1084,"On quasi-linear PDAEs with convection: applications, indices, numerical solution","for a class of partial differential algebraic equations (pdaes) of quasi-linear type which include nonlinear terms of convection type, a possibility to determine a time and spatial index is considered. as a typical example we investigate an application from plasma physics. especially we discuss the numerical solution of initial boundary value problems by means of a corresponding finite difference splitting procedure which is a modification of a well-known fractional step method coupled with a matrix factorization. the convergence of the numerical solution towards the exact solution of the corresponding initial boundary value problem is investigated. some results of a numerical solution of the plasma pdae are given","['convection', 'indices', 'numerical solution', 'spatial index', 'plasma physics', 'initial boundary value problems', 'finite difference splitting procedure', 'fractional step method', 'matrix factorization', 'quasi-linear partial differential algebraic equations']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['convection', 'index', 'numerical solution', 'spatial index', 'plasma physic', 'initial boundary value problem', 'finite difference splitting procedure', 'fractional step method', 'matrix factorization', 'quasi - linear partial differential algebraic equation']","['partial differential algebraic equation', 'fractional step method couple', 'numerical solution', 'include nonlinear term', 'plasma pdae', 'convection', 'finite difference splitting procedure', 'matrix factorization', 'plasma physic', 'initial boundary']"
562,1455,A wizard idea [Internet in finance],new technology is set to become an ever-more important area of work for brokers. lawrie holmes looks at how the internet is driving change and opportunity,"['internet', 'finance', 'brokers']","['P', 'P', 'P']","['internet', 'finance', 'broker']","['lawrie holmes look', 'new technology', 'broker', 'internet', 'drive change', 'become', 'important area', 'work', 'set']"
563,1410,WAM!Net: private pipes for electronic media,"""we are the digital version of fedex. we offer storage and intelligent workflow."" the united states military - especially during war time - is pretty careful about the way it handles its workflow and communications. before a company is awarded a government contract, the company and its technology are screened and verified. if the technology or its creators aren't trustworthy and secure, chances are they aren't getting by uncle sam. record companies and publishing houses tend to feel the same way. after all, security is just as important to a record executive as it is to a navy commander. wam!net, a wide-area media network (hence, the name) passes muster with both. the company, which employs about 320 employees around the world, has 15000 customers including the us navy and a host of record labels, publishing companies, healthcare providers, and advertising agencies, all of whom use its network as a way to transport, store, and receive data. ""we are the digital version of fedex. we offer storage and intelligent workflow,"" says murad velani, executive vice president of sales and marketing for wam!net. ""we started out as purely transport and we've become a digital platform.""","['wam!net', 'electronic media', 'intelligent workflow', 'united states military', 'wide-area media network', 'record labels', 'publishing companies', 'healthcare providers', 'advertising agencies', 'digital platform', 'u.s. navy', 'content creators', 'high-speed private network', 'atm technology', 'content information', 'publishing information', 'client-server format', 'asp format']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'M', 'M', 'M', 'U', 'M', 'U', 'U']","['wam!net', 'electronic medium', 'intelligent workflow', 'united states military', 'wide - area medium network', 'record label', 'publish company', 'healthcare provider', 'advertising agency', 'digital platform', 'u.s . navy', 'content creator', 'high - speed private network', 'atm technology', 'content information', 'publish information', 'client - server format', 'asp format']","['area medium network', 'publish company', 'digital platform', 'advertising agency', 'us navy', 'united states military', 'navy commander', 'executive vice president', 'government contract', 'record executive']"
564,1378,Development of an Internet-based intelligent design support system for rolling element bearings,"this paper presents a novel approach to developing an intelligent agile design system for rolling bearings based on artificial intelligence (ai), internet and web technologies and expertise. the underlying philosophy of the approach is to use ai technology and web-based design support systems as smart tools from which design customers can rapidly and responsively access the systems' built-in design expertise. the approach is described in detail with a novel ai model and system implementation issues. the major issues in implementing the approach are discussed with particular reference to using ai technologies, network programming, client-server technology and open computing of bearing design and manufacturing requirements","['internet-based intelligent design support system', 'rolling element bearings', 'intelligent agile design system', 'artificial intelligence', 'web technologies', 'smart tools', 'network programming', 'client-server technology', 'bearing design', 'manufacturing requirements', 'internet technologies']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['internet - base intelligent design support system', 'roll element bearing', 'intelligent agile design system', 'artificial intelligence', 'web technology', 'smart tool', 'network programming', 'client - server technology', 'bear design', 'manufacture requirement', 'internet technology']","['intelligent agile design system', 'rolling bearing base', 'bear design', 'base design support system', 'design expertise', 'use ai technology', 'novel ai model', 'artificial intelligence', 'design customer', 'smart tool']"
565,768,Critical lines identification on voltage collapse analysis,"this paper deals with critical lines identification on voltage collapse analysis. it is known, from the literature, that voltage collapse is a local phenomenon that spreads around an initial neighborhood therefore, identifying the system critical bus plays an important role on voltage collapse prevention. for this purpose, the system critical transmission lines should also be identified in this paper, these issues are addressed, yielding reliable results in a short computational time. tests are done with the help of the ieee-118 bus and the southeastern brazilian systems","['local phenomenon', 'ieee-118 bus', 'power system voltage collapse analysis', 'critical transmission lines identification', 'system critical bus identification', 'computer simulation', 'brazil']","['P', 'P', 'M', 'R', 'R', 'M', 'U']","['local phenomenon', 'ieee-118 bus', 'power system voltage collapse analysis', 'critical transmission line identification', 'system critical bus identification', 'computer simulation', 'brazil']","['system critical transmission line', 'critical line identification', 'system critical bus', 'voltage collapse prevention', 'voltage collapse analysis', 'voltage collapse', 'bus', 'initial neighborhood', 'phenomenon', 'short computational']"
566,1199,Quasi stage order conditions for SDIRK methods,"the stage order condition is a simplifying assumption that reduces the number of order conditions to be fulfilled when designing a runge-kutta (rk) method. because a dirk (diagonally implicit rk) method cannot have stage order greater than 1, we introduce quasi stage order conditions and derive some of their properties for dirks. we use these conditions to derive a low-order dirk method with embedded error estimator. numerical tests with stiff odes and daes of index 1 and 2 indicate that the method is competitive with other rk methods for low accuracy tolerances","['quasi stage order conditions', 'sdirk methods', 'embedded error estimator', 'numerical tests', 'diagonally implicit runge-kutta method', 'differential-algebraic systems']","['P', 'P', 'P', 'P', 'R', 'U']","['quasi stage order condition', 'sdirk method', 'embed error estimator', 'numerical test', 'diagonally implicit runge - kutta method', 'differential - algebraic system']","['order dirk method', 'introduce quasi stage order condition', 'kutta', 'have stage order', 'numerical test', 'rk method', 'stage order', 'stiff ode', 'method', 'implicit rk']"
567,589,Hierarchical neuro-fuzzy quadtree models,"hybrid neuro-fuzzy systems have been in evidence during the past few years, due to its attractive combination of the learning capacity of artificial neural networks with the interpretability of the fuzzy systems. this article proposes a new hybrid neuro-fuzzy model, named hierarchical neuro-fuzzy quadtree (hnfq), which is based on a recursive partitioning method of the input space named quadtree. the article describes the architecture of this new model, presenting its basic cell and its learning algorithm. the hnfq system is evaluated in three well known benchmark applications: the sinc(x, y) function approximation, the mackey glass chaotic series forecast and the two spirals problem. when compared to other neuro-fuzzy systems, the hnfq exhibits competing results, with two major advantages it automatically creates its own structure and it is not limited to few input variables","['hierarchical neuro-fuzzy quadtree', 'quadtree', 'neuro-fuzzy systems', 'fuzzy systems', 'recursive partitioning', 'learning algorithm', 'mackey glass chaotic series']","['P', 'P', 'P', 'P', 'P', 'P', 'P']","['hierarchical neuro - fuzzy quadtree', 'quadtree', 'neuro - fuzzy system', 'fuzzy system', 'recursive partitioning', 'learn algorithm', 'mackey glass chaotic series']","['mackey glass chaotic series forecast', 'fuzzy quadtree', 'fuzzy model', 'fuzzy system', 'artificial neural network', 'name hierarchical neuro', 'input space name quadtree', 'recursive partitioning method', 'hybrid neuro', 'hnfq system']"
568,630,Score tests for zero-inflated Poisson models,"in many situations count data have a large proportion of zeros and the zero-inflated poisson regression (zip) model may be appropriate. a simple score test for zero-inflation, comparing the zip model with a constant proportion of excess zeros to a standard poisson regression model, was given by van den broek (1995). we extend this test to the more general situation where the zero probability is allowed to depend on covariates. the performance of this test is evaluated using a simulation study. to identify potentially important covariates in the zero-inflation model a composite test is proposed. the use of the general score test and the composite procedure is illustrated on two examples from the literature. the composite score test is found to suggest appropriate models","['score tests', 'count data', 'excess zeros', 'zero probability', 'covariates', 'simulation', 'composite test', 'zero-inflated poisson regression model']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['score test', 'count datum', 'excess zero', 'zero probability', 'covariate', 'simulation', 'composite test', 'zero - inflate poisson regression model']","['inflate poisson regression', 'standard poisson regression model', 'many situation count datum have', 'composite score test', 'inflation model', 'simple score test', 'general score test', 'excess zero', 'inflation', 'composite test']"
