,id,title,abstract,keyphrases,prmu,true,preds,scores
714,958,Efficient combinational verification using overlapping local BDDs and a hash table,we propose a novel methodology that combines local bdds (binary decision diagrams) with a hash table for very efficient verification of combinational circuits. the main purpose of this technique is to remove the considerable overhead associated with case-by-case verification of internal node pairs in typical internal correspondence based verification methods. two heuristics based on the number of structural levels of circuitry looked at and the total number of nodes in the bdd manager are used to control the bdd sizes and introduce new cutsets based on already found equivalent nodes. we verify the iscas85 benchmark circuits and demonstrate significant speedup over existing methods. we also verify several hard industrial circuits and show our superiority in extracting internal equivalences,"['combinational verification', 'overlapping local bdds', 'hash table', 'binary decision diagrams', 'case-by-case verification', 'internal node pairs', 'internal correspondence based verification', 'heuristics', 'structural levels', 'bdd manager', 'bdd sizes', 'cutsets', 'iscas85 benchmark circuits', 'hard industrial circuits', 'internal equivalences', 'combinational circuit verification', 'formal verification', 'internal correspondence-based verification']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M']","['combinational verification', 'overlap local bdd', 'hash table', 'binary decision diagram', 'case - by - case verification', 'internal node pair', 'internal correspondence base verification', 'heuristic', 'structural level', 'bdd manager', 'bdd size', 'cutset', 'iscas85 benchmark circuit', 'hard industrial circuit', 'internal equivalence', 'combinational circuit verification', 'formal verification', 'internal correspondence - base verification']","['iscas85 benchmark circuit', 'verify several hard industrial circuit', 'binary decision diagram', 'combine local bdd', 'combinational circuit', 'case verification', 'efficient verification', 'internal node pair', 'bdd size', 'bdd', 'internal correspondence', 'equivalent node', 'circuitry look', 'hash table', 'verify', 'nod', 'heuristic', 'exist method', 'structural level', 'case']","[{'iscas85 benchmark circuits': 0.8062, 'verify several hard industrial circuits': 0.6897, 'binary decision diagrams': 0.5284, 'combines local bdds': 0.4949, 'combinational circuits': 0.4928, 'case verification': 0.3751, 'efficient verification': 0.374, 'internal node pairs': 0.3708, 'bdd sizes': 0.3342, 'bdd': 0.3117, 'internal correspondence': 0.3106, 'equivalent nodes': 0.2734, 'circuitry looked': 0.2592, 'hash table': 0.22449999999999998, 'verify': 0.2217, 'nodes': 0.1868, 'heuristics': 0.1373, 'existing methods': 0.13290000000000002, 'structural levels': 0.1298, 'case': 0.128, 'significant speedup': 0.1068, 'new cutsets': 0.0958, 'total': 0.0742, 'associated': 0.0318, 'main purpose': 0.025800000000000003, 'methodology': 0.0229, 'superiority': 0.0203}]"
715,572,Characterization of sheet buckling subjected to controlled boundary constraints,"a wedge strip test is designed to study the onset and post-buckling behavior of a sheet under various boundary constraints. the device can be easily incorporated into a conventional tensile test machine, and material resistance to buckling is measured as the buckling height versus the in-plane strain state. the design yields different but consistent buckling modes with easy changes of boundary conditions (either clamped or freed) and sample geometry. experimental results are then used to verify a hybrid approach to buckling prediction, i.e., the combination of the fem analysis and an energy-based analytical wrinkling criterion. the fem analysis is used to obtain the stress field and deformed geometry in a complex forming condition, while the analytical solution is to provide the predictions less sensitive to artificial numerical parameters. a good agreement between experimental data and numerical predictions is obtained","['sheet buckling', 'boundary constraints', 'wedge strip test', 'tensile test machine', 'strain state', 'energy-based analytical wrinkling criterion', 'stress field', 'deformed geometry', 'forming processes', 'finite element analysis']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'M']","['sheet buckle', 'boundary constraint', 'wedge strip test', 'tensile test machine', 'strain state', 'energy - base analytical wrinkling criterion', 'stress field', 'deform geometry', 'form process', 'finite element analysis']","['wedge strip test', 'conventional tensile test machine', 'buckle prediction', 'buckle mode', 'artificial numerical parameter', 'buckle height', 'buckle behavior', 'buckle', 'form condition', 'numerical prediction', 'boundary constraint', 'plane strain', 'deform geometry', 'material resistance', 'wrinkle criterion', 'clamp', 'sheet', 'boundary condition', 'design yield', 'fem analysis']","[{'wedge strip test': 0.6178, 'conventional tensile test machine': 0.5647, 'buckling prediction': 0.3808, 'buckling modes': 0.3621, 'artificial numerical parameters': 0.3458, 'buckling height': 0.3342, 'buckling behavior': 0.3336, 'buckling': 0.3045, 'forming condition': 0.2925, 'numerical predictions': 0.2918, 'boundary constraints': 0.2582, 'plane strain': 0.2488, 'deformed geometry': 0.24359999999999998, 'material resistance': 0.2298, 'wrinkling criterion': 0.2115, 'clamped': 0.1988, 'sheet': 0.1826, 'boundary conditions': 0.1778, 'design yields': 0.1721, 'fem analysis': 0.1666, 'sample geometry': 0.1457, 'designed': 0.1361, 'experimental results': 0.09709999999999999, 'predictions': 0.0967, 'stress': 0.0901, 'study': 0.0865, 'experimental': 0.0707, 'easy': 0.0666, 'verify': 0.0563, 'hybrid': 0.0543, 'measured': 0.0443, 'onset': 0.0354, 'device': 0.0133}]"
716,1127,Repeated games with lack of information on one side: the dual differential approach,"we introduce the dual differential game of a repeated game with lack of information on one side as the natural continuous time version of the dual game introduced by de meyer (1996). a traditional way to study the value of differential games is through discrete time approximations. here, we follow the opposite approach: we identify the limit value of a repeated game in discrete time as the value of a differential game. namely, we use the recursive structure for the finitely repeated version of the dual game to construct a differential game for which the upper values of the uniform discretization satisfy precisely the same property. the value of the dual differential game exists and is the unique viscosity solution of a first-order derivative equation with a limit condition. we identify the solution by translating viscosity properties in the primal","['repeated games', 'repeated games', 'dual differential game', 'discrete time approximations', 'discrete time', 'limit value', 'viscosity solution', 'limit condition', 'repeated game']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['repeat game', 'repeat game', 'dual differential game', 'discrete time approximation', 'discrete time', 'limit value', 'viscosity solution', 'limit condition', 'repeat game']","['dual differential game', 'unique viscosity solution', 'differential game', 'discrete time approximation', 'dual game introduce', 'translate viscosity property', 'differential game', 'dual game', 'uniform discretization satisfy', 'natural continuous time version', 'de meyer', 'discrete time', 'repeat game', 'recursive structure', 'derivative equation', 'same property', 'limit value', 'repeat version', 'limit condition', 'first']","[{'dual differential game': 0.7383, 'unique viscosity solution': 0.577, 'differential games': 0.5633, 'discrete time approximations': 0.5311, 'dual game introduced': 0.5304, 'translating viscosity properties': 0.4919, 'differential game': 0.4889, 'dual game': 0.4394, 'uniform discretization satisfy': 0.3736, 'natural continuous time version': 0.3719, 'de meyer': 0.3256, 'discrete time': 0.3201, 'repeated game': 0.2927, 'recursive structure': 0.227, 'derivative equation': 0.2085, 'same property': 0.1802, 'limit value': 0.15200000000000002, 'repeated version': 0.1381, 'limit condition': 0.1361, 'first': 0.1068, 'construct': 0.0947, 'value': 0.0889, 'opposite approach': 0.0797, 'values': 0.0558, 'solution': 0.0479, 'introduce': 0.0439, 'traditional': 0.0345, 'information': 0.0102, 'study': 0.007}]"
717,1162,Recognition of finite simple groups S/sub 4/(q) by their element orders,"it is proved that among simple groups s/sub 4/(q) in the class of finite-groups, only the groups s/sub 4/(3/sup n/), where n is an odd number greater than unity, are recognizable by a set of their element orders. it is also shown that simple groups u/sub 3/(9), /sup 3/d/sub 4/(2), g/sub 2/(4), s/sub 6/(3), f/sub 4/(2), and /sup 2/e/sub 6/(2) are recognizable, but l/sub 3/(3) is not","['element orders', 'finite simple groups recognition', 'divisibility relation']","['P', 'R', 'U']","['element order', 'finite simple group recognition', 'divisibility relation']","['simple group', 'group', 'element order', 'odd number great', 'recognizable', 'finite', 'class', 'show', 'sub', 'unity', 'prove', 'set', 'sup']","[{'simple groups': 0.509, 'groups': 0.4624, 'element orders': 0.36660000000000004, 'odd number greater': 0.3099, 'recognizable': 0.2532, 'finite': 0.2305, 'class': 0.165, 'shown': 0.1047, 'sub': 0.0918, 'unity': 0.0883, 'proved': 0.0823, 'set': 0.0698, 'sup': 0.0641}]"
718,793,Advancements during the past quarter century in on-line monitoring of motor and generator winding insulation,"electrical insulation plays a critical role in the operation of motor and generator rotor and stator windings. premature failure of the insulation can cost millions of dollars per day. with advancements in electronics, sensors, computers and software, tremendous progress has been made in the past 25 yr which has transformed on-line insulation monitoring from a rarely used and expensive tool, to the point where 50% of large utility generators in north america are now equipped for such monitoring. this review paper outlines the motivation for online monitoring, discusses the transition to today's technology, and describes the variety of methods now in use for rotor winding and stator winding monitoring","['generator winding insulation', 'electrical insulation', 'stator windings', 'electronics', 'sensors', 'computers', 'software', 'rotor windings', 'motor generator winding insulation', 'winding insulation on-line monitoring', 'premature insulation failure', 'temperature monitoring', 'condition monitors', 'tagging compounds', 'ozone monitoring', 'pd monitoring', 'magnetic flux monitoring', 'partial discharge monitoring', 'endwinding vibration monitoring']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'M', 'M', 'U', 'M', 'M', 'M', 'M', 'M']","['generator wind insulation', 'electrical insulation', 'stator winding', 'electronic', 'sensor', 'computer', 'software', 'rotor winding', 'motor generator wind insulation', 'wind insulation on - line monitoring', 'premature insulation failure', 'temperature monitoring', 'condition monitor', 'tag compound', 'ozone monitoring', 'pd monitoring', 'magnetic flux monitor', 'partial discharge monitoring', 'endwinde vibration monitoring']","['line insulation monitoring', 'stator winding', 'rotor winding', 'online monitoring', 'electrical insulation', 'generator rotor', 'monitor', 'utility generator', 'sensor', 'insulation', 'electronic', 'motor', 'tool', 'computer', 'yr', 'review paper', 'tremendous progress', 'software', 'today', 'advancement']","[{'line insulation monitoring': 0.773, 'stator windings': 0.601, 'rotor winding': 0.5763, 'online monitoring': 0.559, 'electrical insulation': 0.5439, 'generator rotor': 0.5003, 'monitoring': 0.4615, 'utility generators': 0.26339999999999997, 'sensors': 0.2631, 'insulation': 0.2539, 'electronics': 0.2138, 'motor': 0.1928, 'tool': 0.1308, 'computers': 0.1149, 'yr': 0.0624, 'review paper': 0.0619, 'tremendous progress': 0.0582, 'software': 0.053, 'today': 0.0438, 'advancements': 0.0373, 'critical': 0.0281, 'technology': 0.0273, 'use': 0.0246, 'used': 0.0218, 'north': 0.0172, 'describes': 0.0112, 'day': 0.0094}]"
719,1383,Semantic data broadcast for a mobile environment based on dynamic and adaptive chunking,"database broadcast is an effective and scalable approach to disseminate information of high affinity to a large collection of mobile clients. a common problem of existing broadcast approaches is the lack of knowledge for a client to determine if all data items satisfying its query could be obtained from the broadcast. we therefore propose a semantic-based broadcast approach. a semantic descriptor is attached to each broadcast unit, called a data chunk. this semantic descriptor allows a client to determine if a query can be answered entirely based on broadcast items and, if needed, identify the precise definition of the remaining items in the form of a ""supplementary"" query. data chunks can be of static or dynamic sizes and organized hierarchically. their boundary can be determined on-the-fly, adaptive to the nature of client queries. we investigate different ways of organizing the data chunks over a broadcast channel to improve access performance. we introduce the data affinity index metric, which more accurately reflects client-perceived performance. a simulation model is built to evaluate our semantic-based broadcast schemes","['semantic data broadcast', 'adaptive chunking', 'mobile clients', 'semantic descriptor', 'data chunking', 'answerability', 'data affinity index', 'mobile databases', 'mobile computing', 'query processing']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M']","['semantic datum broadcast', 'adaptive chunking', 'mobile client', 'semantic descriptor', 'datum chunk', 'answerability', 'data affinity index', 'mobile database', 'mobile computing', 'query process']","['data affinity index metric', 'database broadcast', 'client query', 'broadcast channel', 'data chunk', 'datum chunk', 'datum item satisfy', 'broadcast item', 'semantic descriptor', 'mobile client', 'broadcast unit', 'exist broadcast', 'base broadcast approach', 'broadcast', 'disseminate information', 'high affinity', 'improve access performance', 'semantic', 'large collection', 'scalable approach']","[{'data affinity index metric': 0.7018, 'database broadcast': 0.636, 'client queries': 0.4854, 'broadcast channel': 0.48260000000000003, 'data chunk': 0.46440000000000003, 'data chunks': 0.46030000000000004, 'data items satisfying': 0.457, 'broadcast items': 0.4253, 'semantic descriptor': 0.3995, 'mobile clients': 0.3973, 'broadcast unit': 0.3863, 'existing broadcast': 0.3562, 'based broadcast approach': 0.33940000000000003, 'broadcast': 0.3124, 'disseminate information': 0.27490000000000003, 'high affinity': 0.25129999999999997, 'improve access performance': 0.24860000000000002, 'semantic': 0.2474, 'large collection': 0.2167, 'scalable approach': 0.18989999999999999, 'reflects client': 0.1873, 'query': 0.1864, 'precise definition': 0.1801, 'client': 0.1644, 'performance': 0.1554, 'investigate different ways': 0.1525, 'remaining items': 0.14429999999999998, 'organized': 0.1335, 'dynamic sizes': 0.12519999999999998, 'knowledge': 0.114, 'obtained': 0.1039, 'organizing': 0.1028, 'identify': 0.0883, 'answered': 0.0843, 'supplementary': 0.0737, 'common': 0.0436, 'effective': 0.0371, 'introduce': 0.0344, 'propose': 0.0336, 'needed': 0.0289, 'determine': 0.0274, 'based': 0.0161, 'fly': 0.0133, 'determined': 0.0078}]"
720,800,A model for choosing an electronic reserves system: a pre-implementation study at the library of Long Island University's Brooklyn campus,this study explores the nature of electronic reserves (e-reserves) and investigates the possibilities of implementing the e-reserves at the long island university/brooklyn campus library (liu/bcl),"['electronic reserves system', 'long island university brooklyn campus library']","['P', 'R']","['electronic reserve system', 'long island university brooklyn campus library']","['electronic reserve', 'brooklyn campus library', 'reserve', 'long island university', 'study explore', 'implement', 'investigate', 'bcl', 'possibility', 'nature', 'liu']","[{'electronic reserves': 0.8240000000000001, 'brooklyn campus library': 0.6562, 'reserves': 0.4799, 'long island university': 0.3714, 'study explores': 0.3392, 'implementing': 0.1264, 'investigates': 0.0714, 'bcl': 0.0695, 'possibilities': 0.0399, 'nature': 0.0316, 'liu': 0.0087}]"
721,845,"Gender, software design, and occupational equity","after reviewing the work on gender bias in software design, a model of gender-role influenced achievement choice taken from eccles (1994) is presented. the paper concludes that (1) though laudable, reduction of gender bias in software design is not the most straightforward way to reduce gender inequity in the choice of computing as a career, (2) the model itself makes more clear some of the ethical issues involved in attempting to achieve gender equity on computing, and (3) efforts to reduce gender inequity in the choice of computing as a career need to be evaluated in the light of this model","['software design', 'occupational equity', 'gender bias', 'ethical issues', 'gender-role influenced achievement choice model', 'computing career']","['P', 'P', 'P', 'P', 'R', 'R']","['software design', 'occupational equity', 'gender bias', 'ethical issue', 'gender - role influence achievement choice model', 'compute career']","['role influence achievement choice take', 'achieve gender equity', 'gender bias', 'reduce gender inequity', 'software design', 'ethical issue involve', 'gender', 'career need', 'career', 'compute', 'straightforward way', 'evaluate', 'choice', 'work', 'paper conclude', 'eccle', 'effort', 'model', 'make', 'present']","[{'role influenced achievement choice taken': 0.9270999999999999, 'achieve gender equity': 0.8276000000000001, 'gender bias': 0.7548, 'reduce gender inequity': 0.6212000000000001, 'software design': 0.5857, 'ethical issues involved': 0.5142, 'gender': 0.4534, 'career need': 0.39380000000000004, 'career': 0.3874, 'computing': 0.3058, 'straightforward way': 0.21050000000000002, 'evaluated': 0.1911, 'choice': 0.1746, 'work': 0.1696, 'paper concludes': 0.1685, 'eccles': 0.156, 'efforts': 0.1237, 'model': 0.1181, 'makes': 0.1109, 'presented': 0.1107, 'reduction': 0.0927, 'reviewing': 0.0671, 'attempting': 0.0598, 'clear': 0.0505, 'light': 0.0285, 'laudable': 0.0203}]"
722,1082,Numerical approximation of nonlinear BVPs by means of BVMs,"boundary value methods (bvms) would seem to be suitable candidates for the solution of nonlinear boundary value problems (bvps). they have been successfully used for solving linear bvps together with a mesh selection strategy based on the conditioning of the linear systems. our aim is to extend this approach so as to use them for the numerical approximation of nonlinear problems. for this reason, we consider the quasi-linearization technique that is an application of the newton method to the nonlinear differential equation. consequently, each iteration requires the solution of a linear bvp. in order to guarantee the convergence to the solution of the continuous nonlinear problem, it is necessary to determine how accurately the linear bvps must be solved. for this goal, suitable stopping criteria on the residual and on the error for each linear bvp are given. numerical experiments on stiff problems give rather satisfactory results, showing that the experimental code, called tom, that uses a class of bvms and the quasi-linearization technique, may be competitive with well known solvers for bvps","['numerical approximation', 'bvms', 'boundary value methods', 'nonlinear boundary value problems', 'mesh selection strategy', 'quasi-linearization technique', 'newton method', 'nonlinear differential equation', 'stopping criteria', 'stiff problems']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['numerical approximation', 'bvm', 'boundary value method', 'nonlinear boundary value problem', 'mesh selection strategy', 'quasi - linearization technique', 'newton method', 'nonlinear differential equation', 'stop criterion', 'stiff problem']","['nonlinear boundary value problem', 'solve linear bvps', 'numerical approximation', 'boundary value method', 'nonlinear differential equation', 'linear bvp', 'linearization technique', 'linear bvps', 'newton method', 'continuous nonlinear problem', 'nonlinear problem', 'numerical', 'mesh selection strategy base', 'know solver', 'linear', 'bvps', 'iteration', 'stiff problem give', 'bvm', 'stop criterion']","[{'nonlinear boundary value problems': 0.6667, 'solving linear bvps': 0.5928, 'numerical approximation': 0.5717, 'boundary value methods': 0.5401, 'nonlinear differential equation': 0.5375, 'linear bvp': 0.4671, 'linearization technique': 0.4532, 'linear bvps': 0.45220000000000005, 'newton method': 0.4275, 'continuous nonlinear problem': 0.4071, 'nonlinear problems': 0.36219999999999997, 'numerical': 0.3401, 'mesh selection strategy based': 0.3285, 'known solvers': 0.244, 'linear': 0.2277, 'bvps': 0.2245, 'iteration': 0.2137, 'stiff problems give': 0.1926, 'bvms': 0.1764, 'stopping criteria': 0.1604, 'convergence': 0.1381, 'residual': 0.1047, 'approach': 0.0922, 'solution': 0.0894, 'determine': 0.0736, 'goal': 0.0654, 'extend': 0.0467, 'experimental code': 0.0411, 'called': 0.038, 'candidates': 0.0175, 'use': 0.0128, 'solved': 0.0121, 'used': 0.0069, 'uses': 0.0035, 'given': 0.0029, 'reason': 0.0023, 'conditioning': 0.0022, 'seem': 0.0009}]"
723,1453,Mobile banking's tough sell,"banks are having to put their mobile-commerce projects on hold because the essential technology to make the services usable, in particular gprs (general packet radio service) hasn't become widely available. it is estimated that by the end of 2002, only 5 per cent of adults will have gprs phones. this will have a knock-on effect for other technologies such as clickable icons and multimedia messaging. in fact banking via wap (wireless application protocol) has proved to be a frustrating and time-consuming process for the customer. financial firms' hopes for higher mobile usage are stymied by the fact that improvements to the systems won't happen as fast as they want and the inadequacies of the system go beyond immature technology. financial services institutions should not wait for customers to become au fait with their wap. instead they should be the ones ""driving the traffic""","['banking', 'mobile-commerce', 'gprs', 'wireless application protocol']","['P', 'P', 'P', 'P']","['banking', 'mobile - commerce', 'gprs', 'wireless application protocol']","['wireless application protocol', 'financial service institution', 'gprs phone', 'general packet radio service', 'high mobile usage', 'multimedia message', 'fact banking', 'financial firm', 'other technology such', 'mobile', 'service usable', 'bank', 'particular gprs', 'immature technology', 'essential technology', 'customer', 'wap', 'commerce project', 'traffic', 'customer']","[{'wireless application protocol': 0.7373999999999999, 'financial services institutions': 0.728, 'gprs phones': 0.6935, 'general packet radio service': 0.6438, 'higher mobile usage': 0.5527000000000001, 'multimedia messaging': 0.5453, 'fact banking': 0.5205, 'financial firms': 0.5001, 'other technologies such': 0.48719999999999997, 'mobile': 0.4314, 'services usable': 0.39870000000000005, 'banks': 0.3956, 'particular gprs': 0.38, 'immature technology': 0.3777, 'essential technology': 0.3273, 'customers': 0.315, 'wap': 0.298, 'commerce projects': 0.253, 'traffic': 0.239, 'customer': 0.2007, 'adults': 0.156, 'clickable icons': 0.1544, 'improvements': 0.1493, 'consuming process': 0.1406, 'driving': 0.124, 'systems': 0.1237, 'cent': 0.0923, 'estimated': 0.0836, 'frustrating': 0.0735, 'system go': 0.06920000000000001, 'inadequacies': 0.0684, 'proved': 0.0665, 'fact': 0.0636, 'wait': 0.0623, 'happen': 0.0585, 'become': 0.0568, 'hopes': 0.0552, 'time': 0.0503, 'having': 0.0483, 'hold': 0.0401, 'ones': 0.0398, 'effect': 0.0254, 'fait': 0.0133, 'available': 0.0064}]"
724,1416,Look into the future of content management,"predictions of consolidation in the content management (cm) vendor arena have appeared in nearly every major industry prognosis over the past two years. gartner group, for example, recently reiterated its prediction that half the cm vendors in existence in mid-2001 would leave the marketplace by the end of 2002. analysts consistently advise prospective cm buyers to tread carefully because their vendor may not stick around. but fortunately, the story goes, fewer vendor choices will finally bring greater clarity and sharper differentiators to this otherwise very messy product landscape. in fact, the number of cm vendors continues to rise. industry growth has come through greater demand among cm buyers, but also expanding product functionality as well as successful partnerships. the marketplace certainly cannot sustain its current breadth of vendors in the long run, yet it remains unclear when and how any serious industry consolidation will occur. in the meantime, evolving business models and feature sets have created just the kind of clearer segmentation and transparent product differences that were supposed to emerge following an industry contraction","['content management', 'product functionality', 'partnerships', 'industry consolidation', 'enterprise systems']","['P', 'P', 'P', 'P', 'U']","['content management', 'product functionality', 'partnership', 'industry consolidation', 'enterprise system']","['cm vendor continue', 'serious industry consolidation', 'advise prospective cm buyer', 'few vendor choice', 'cm vendor', 'expand product functionality', 'evolve business model', 'major industry prognosis', 'cm buyer', 'vendor arena', 'content management', 'transparent product difference', 'messy product landscape', 'vendor', 'industry growth', 'marketplace', 'successful partnership', 'vendor', 'consolidation', 'great demand']","[{'cm vendors continues': 0.9889, 'serious industry consolidation': 0.8474, 'advise prospective cm buyers': 0.8381, 'fewer vendor choices': 0.7725, 'cm vendors': 0.7714, 'expanding product functionality': 0.7594, 'evolving business models': 0.7052, 'major industry prognosis': 0.6898, 'cm buyers': 0.6135999999999999, 'vendor arena': 0.6087, 'content management': 0.5544, 'transparent product differences': 0.544, 'messy product landscape': 0.5203, 'vendors': 0.5162, 'industry growth': 0.5141, 'marketplace': 0.512, 'successful partnerships': 0.45020000000000004, 'vendor': 0.4229, 'consolidation': 0.3899, 'greater demand': 0.3672, 'emerge following': 0.3581, 'remains unclear': 0.32199999999999995, 'clearer segmentation': 0.3066, 'greater clarity': 0.30269999999999997, 'gartner group': 0.2933, 'feature': 0.278, 'analysts': 0.257, 'cm': 0.2552, 'sharper differentiators': 0.24080000000000001, 'breadth': 0.2255, 'sustain': 0.1868, 'story goes': 0.18209999999999998, 'reiterated': 0.1766, 'meantime': 0.1672, 'predictions': 0.1599, 'prediction': 0.1534, 'end': 0.1529, 'occur': 0.1396, 'rise': 0.1393, 'years': 0.131, 'example': 0.1242, 'fact': 0.1112, 'past': 0.1091, 'tread': 0.0995, 'existence': 0.0978, 'come': 0.0911, 'created': 0.0902}]"
725,90,LAN-based building maintenance and surveillance robot,"the building and construction industry is the major industry of hong kong as in many developed countries around the world. after the commissioning of a high-rise building or a large estate, substantial manpower, both inside the management centre under a standby manner, as well as surveillance for security purposes around the whole building, is required for daily operation to ensure a quality environment for the occupants. if the surveillance job can be done by robots, the efficiency can be highly enhanced, resulting in a great saving of manpower and the improved safety of the management staff as a by-product. furthermore, if the robot can retrieve commands from the building management system via a local area network (lan), further savings in manpower can be achieved in terms of first-line fault attendance by human management staff. this paper describes the development of a robot prototype here in hong kong, which can handle some daily routine maintenance works and surveillance responsibilities. the hardware structure of the robot and its on-board devices are described. real-time images captured by a camera on the robot with pan/tilt/zoom functions can be transmitted back to the central management office via a local area network. the interface between the robot and the building automation system (bas) of the building is discussed. this is the first key achievement of this project with a strong implication on reducing the number of human staff to manage a modem building. teleoperation of the robot via the internet or intranet is also possible, which is the second achievement of this project. finally, the robot can identify its physical position inside the building by a landmark recognition method based on standard cad drawings, which is the third achievement of this project. the main goal of this paper is not the description of some groundbreaking technology in robotic development. it is mainly intended to convince building designers and managers to incorporate robotic systems when they are managing modem buildings to save manpower and improve efficiency","['lan-based building maintenance and surveillance robot', 'high-rise building', 'security purposes', 'building management system', 'local area network', 'first-line fault attendance', 'hardware structure', 'pan/tilt/zoom functions', 'teleoperation', 'landmark recognition method']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['lan - base building maintenance and surveillance robot', 'high - rise building', 'security purpose', 'build management system', 'local area network', 'first - line fault attendance', 'hardware structure', 'pan / tilt / zoom function', 'teleoperation', 'landmark recognition method']","['build automation system', 'manage modem building', 'robot prototype', 'build management system', 'human management staff', 'robotic system', 'central management office', 'robotic development', 'hong kong', 'surveillance responsibility', 'landmark recognition method base', 'robot', 'management staff', 'daily routine maintenance', 'surveillance job', 'modem building', 'robot', 'local area network', 'management centre', 'human staff']","[{'building automation system': 0.8547000000000001, 'managing modem buildings': 0.7652, 'robot prototype': 0.7557, 'building management system': 0.6914000000000001, 'human management staff': 0.6431, 'robotic systems': 0.6013, 'central management office': 0.5954, 'robotic development': 0.5907, 'hong kong': 0.5722, 'surveillance responsibilities': 0.5068, 'landmark recognition method based': 0.49950000000000006, 'robot': 0.4994, 'management staff': 0.47340000000000004, 'daily routine maintenance': 0.4709, 'surveillance job': 0.4693, 'modem building': 0.45220000000000005, 'robots': 0.4173, 'local area network': 0.4138, 'management centre': 0.3995, 'human staff': 0.3812, 'rise building': 0.37210000000000004, 'teleoperation': 0.358, 'construction industry': 0.341, 'surveillance': 0.3362, 'line fault attendance': 0.3331, 'save manpower': 0.3278, 'retrieve commands': 0.3216, 'camera': 0.3073, 'hardware structure': 0.3032, 'images captured': 0.2957, 'cad drawings': 0.2874, 'security purposes': 0.2852, 'groundbreaking technology': 0.2694, 'manpower': 0.2693, 'building': 0.2654, 'board devices': 0.249, 'manage': 0.2391, 'daily operation': 0.2364, 'lan': 0.235, 'key achievement': 0.2195, 'occupants': 0.2163, 'zoom functions': 0.2096, 'commissioning': 0.1949, 'managers': 0.1893, 'second achievement': 0.18630000000000002, 'main goal': 0.18309999999999998, 'bas': 0.169, 'standby': 0.1608, 'development': 0.1487, 'project': 0.1469, 'internet': 0.144, 'safety': 0.1439, 'intranet': 0.1412, 'position': 0.1396, 'ensure': 0.1236, 'interface': 0.1224, 'achievement': 0.1173, 'industry': 0.111, 'environment': 0.1088, 'estate': 0.1056, 'tilt': 0.1017, 'number': 0.0909, 'description': 0.0902, 'saving': 0.0893, 'possible': 0.0805, 'product': 0.0792, 'developed': 0.0761, 'achieved': 0.0759, 'world': 0.0645, 'high': 0.0581}]"
